"codigo distribuidor";"Referencia de producto";EAN;UPC;Unidades;Tarifa;"Descuento Comercial";"Nombre Producto";"FAMILIA RPS";"FOTO VARIANTE";"Variants date"
105-50720;UMAREX00661;4000844446565;;11;34,00;45;"Walther BUK";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/3/5.0720_BackUp_links_ret.jpg;"2024-10-21 18:50:40 UTC+0000"
105-50721;UMAREX00670;4000844446572;;22;49,00;45;"Walther Mach Tac 1";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/3/5.0721_MachTacI_Holster_rechts_ret.jpg;"2024-10-15 19:56:45 UTC+0000"
105-50722;UMAREX00671;4000844446589;;29;57,00;45;"Walther Mach Tac 2";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/3/5.0722_MachTacII_links.jpg;"2024-10-08 13:44:58 UTC+0000"
105-50728;UX50728;4000844451866;;13;34,00;45;"Walther ERK";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/2/5_0728_RescueKnife_links_ret.jpg;"2024-11-13 20:53:34 UTC+0000"
105-50729;UMAREX00659;4000844452023;;20;34,00;45;"Walther ERK Yellow";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/3/5.0729_RescueKnife_links_ret.jpg;"2024-10-28 13:03:25 UTC+0000"
105-50730;UX50730;4000844474513;;20;44,00;45;"Walther ATK";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/2/5_0730_ATK_links_ret.jpg;"2024-11-14 12:15:34 UTC+0000"
105-50735;UX50735;4000844496775;;13;69,00;45;"Walther Hunter Knife Set";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/2/5_0735_HuntingKnifeSetKnife_links.jpg;"2024-10-02 18:53:03 UTC+0000"
105-50738;UMAREX00662;4000844496812;;17;57,00;45;"Walther P38";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/3/5.0738_P38_Knife_links_ret.jpg;"2024-10-11 13:41:21 UTC+0000"
105-50739;UMAREX00607AB;4000844498052;;44;12,00;45;"Walther Afilador Ceramico";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/3/5.0739_KnifeSharpener_links_ret.jpg;"2024-08-21 15:51:11 UTC+0000"
105-50746;UMAREX00653;4000844507396;;6;29,00;45;"Walther PPQ";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/5/5.0746_PPQ_Knife_links_ret.jpg;"2024-11-08 14:48:45 UTC+0000"
105-50748;UMAREX00668;4000844509253;;16;57,00;45;"Walther Tactical Tomahawk";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/3/5.0748_Tomahawk_links.jpg;"2024-11-11 14:44:20 UTC+0000"
105-50749;UMAREX00652;4000844508584;;11;34,00;45;"Walther P99";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/3/5.0749_P99_Knife_links_ret.jpg;"2024-11-15 20:19:42 UTC+0000"
105-50755;UMAREX00647;4000844573773;;-4;34,00;45;"Walther TFK";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/3/5.0755_1.jpg;"2024-11-06 12:33:11 UTC+0000"
105-50756;UMAREX00648;4000844583918;;12;29,00;45;"Walther TFK2";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/5/5.0756_TFKII_links.jpg;"2024-09-04 20:14:18 UTC+0000"
105-50759;UMAREX00651;4000844585424;;23;29,00;45;"Walther P22";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/5/5.0759_P22_links_ret.jpg;"2024-09-27 14:43:13 UTC+0000"
105-50760;UMAREX00665;4000844582904;;5;54,00;45;"Walther OSK1";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/3/5.0760_Walther_OSK_I_links_ret.jpg;"2024-11-08 14:48:44 UTC+0000"
105-50761;UMAREX00658;4000844582911;;11;34,00;45;"Walther OSK2";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/3/5.0761_OSK_II_links_ret.jpg;"2024-11-13 20:53:34 UTC+0000"
105-50762;UMAREX00669;4000844590237;;18;69,00;45;"Walther MFA1";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/3/5.0762_links_ret.jpg;"2024-08-21 15:51:11 UTC+0000"
105-50763;UMAREX00672;4000844587909;;10;57;45;"Walther Mach Tac 3";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/3/5.0763_MachTac3_links.jpg;"2024-10-21 18:50:41 UTC+0000"
105-50769;UMAREX00637;4000844594815;;-34;12,00;45;"Walther PPQ Micro";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/3/5.0769_Walther_MircoPPQ_links_ret.jpg;"2024-11-11 14:44:19 UTC+0000"
105-50773;UMAREX00607Ac;4000844613523;;85;8,00;45;"Walther Afilador Compacto";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/3/5.0773_CompactKnifeSharpener_front.jpg;"2024-08-21 15:51:11 UTC+0000"
105-50775;UMAREX00657;4000844616678;;16;34,00;45;"Walther EDK";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/3/5.0775_EDK_links_ret.jpg;"2024-09-19 20:16:28 UTC+0000"
105-50788;UMAREX00667B;4000844627360;;5;34,00;45;"Walther MTK2-Linerlock- Spearpoint";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/4/5.0778_TFK4_links_ret.jpg;"2024-11-06 12:33:09 UTC+0000"
105-50792;UX50792;4000844627384;;21;32,00;45;"Walther SOK2";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/50792.jpg;"2024-10-04 20:07:02 UTC+0000"
105-50798;UX50798;4000844659590;;24;38,00;45;"Walther Compact AXE";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/2/5_0798_MiniAxe_links.jpg;"2024-08-21 15:51:11 UTC+0000"
105-50805;UX50805;4000844737311;;0;80,00;45;"Walther La Chasse Boar Hunter";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/2/5_0805_LaChasseSaufaenger_links_ret.jpg;"2024-10-29 20:50:32 UTC+0000"
105-50827;UX50827;4000844659798;;44;44,00;45;"Walther BWK4";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/5_0827__BWK4_links_ret.jpg;"2024-10-09 20:49:59 UTC+0000"
105-50828;UX50808;4000844734679;;35;54,00;45;"Walther BWK3";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/4/PR8705BI3158_UX50808_Walther_BWK3_IMD.jpg;"2024-11-14 12:15:34 UTC+0000"
105-50829;UX50829;4000844659804;;38;44,00;45;"Walther BWK1";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/2/5_0829_BWK1links_ret.jpg;"2024-11-14 12:15:34 UTC+0000"
105-50830;UX50830;4000844659392;;36;44,00;45;"Walther BWK2";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/2/5_0830_BWK2_links.jpg;"2024-09-04 14:04:44 UTC+0000"
105-50833;UX5083;4000844659569;;19;69,00;45;"Walther FTK XXL";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/4/5_0833_FTK_links.jpg;"2024-10-23 14:30:18 UTC+0000"
105-50841;UX50841;4000844734730;;20;44,00;45;"Walther BWK5";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/2/5_0841_BWK5_links.jpg;"2024-11-14 12:15:34 UTC+0000"
105-50844;UX50844;4000844734716;;23;65,00;45;"Walther Mach Tac 4";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/2/5_0844_MachTac4_links.jpg;"2024-08-21 15:51:11 UTC+0000"
105-50846;UX50846;4000844775689;;0;82,00;45;"Walther Mach Tac 5";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/50846.jpg;"2024-08-21 15:51:11 UTC+0000"
105-50849;UX50849;4000844775702;;23;33;45;"Walther CSK";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/50849.jpg;"2024-09-18 13:13:10 UTC+0000"
105-50854;UX50854;4000844772923;;24;49;45;"Walther BWK7";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/50854.jpg;"2024-04-05 14:48:13 UTC+0000"
105-50855;UX50855;4000844796592;;22;33;45;"Walther MK40";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/50855.jpg;"2024-10-23 14:30:17 UTC+0000"
105-50861;UX50861;4000844804532;;24;71;45;"Walther AFW3";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/50861.jpg;"2024-04-05 14:48:08 UTC+0000"
105-50862;UX50862;4000844804518;;24;60;45;"Walther HBF1";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/50862.jpg;"2024-04-05 14:48:10 UTC+0000"
105-50863;UX50863;4000844804525;;23;60;45;"Walther HBF2";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/50863.jpg;"2024-10-23 14:30:18 UTC+0000"
105-50865;UX50865;4000844841094;;24;60;45;"Walther GNK1";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/50865.jpg;"2024-04-05 14:48:08 UTC+0000"
105-50866;UX50866;4000844814449;;11;54;45;"Walther SKD- Dagger";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/50866.jpg;"2024-11-14 12:15:33 UTC+0000"
105-50867;UX50867;4000844814456;;16;54,00;45;"Walther SKT";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/50867.jpg;"2024-10-11 13:41:21 UTC+0000"
105-50868;UX50868;4000844841087;;0;54;45;"Walther GNK2";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/50868.jpg;"2024-01-10 12:45:42 UTC+0000"
105-50870;UX50870;4000844825513;;24;76,00;45;"Walther MSM";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/50870.jpg;"2024-08-21 15:51:11 UTC+0000"
105-50873;UX50873;4000844816412;;15;54,00;45;"Walther WB110";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/50873.jpg;"2024-10-11 13:41:22 UTC+0000"
105-50874;UX50874;4000844816429;;20;65,00;45;"Walther WB150";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/508741.jpg;"2024-11-14 12:15:34 UTC+0000"
105-50875;UX50875;4000844827432;;23;71;45;"Walther Hunter Knife Set2";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/50875.jpg;"2024-08-21 19:35:46 UTC+0000"
105-50876;UX50876;4000844827449;;24;54;45;"Walther Hunter Knife Set3";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/50876.jpg;"2024-04-05 14:48:13 UTC+0000"
105-50877;UX50877;4000844841070;;24;60;45;"Walther GNK3";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/50877.jpg;"2024-08-21 19:35:43 UTC+0000"
105-50880;UXPDP;4000844827401;;24;87,00;45;"Walther PDP  SpearPoint Folder";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/50880.jpg;"2024-08-16 15:34:41 UTC+0000"
105-50881;UXPDP;4000844827418;;24;87,00;45;"Walther PDP  Tanto Folder";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/50881.jpg;"2024-08-16 15:34:41 UTC+0000"
105-50882;UXPDP;4000844827425;;24;87,00;45;"Walther PDP  Tanto Folder Serrated";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/50882.jpg;"2024-08-16 15:34:41 UTC+0000"
105-50883;UXPDP;;;24;87,00;45;"Walther PDP  SpearPoint Folder Grey";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/3/50883.jpg;"2024-08-16 18:51:11 UTC+0000"
105-50884;UXPDP;;;24;87,00;45;"Walther PDP  Tanto Folder Gray";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/3/50884.jpg;"2024-08-16 18:51:09 UTC+0000"
105-50885;UXPDP;;;24;87,00;45;"Walther PDP  Tanto Folder Serrated Gray";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/3/50885.jpg;"2024-08-16 18:51:10 UTC+0000"
105-50886;UXPDP;;;23;87,00;45;"Walther PDP  SpearPoint Folder FDE";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/3/50886.jpg;"2024-10-04 20:07:02 UTC+0000"
105-50887;UXPDP;;;24;87,00;45;"Walther PDP  Tanto Folder FDE";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/3/50887.jpg;"2024-08-16 18:51:09 UTC+0000"
105-50889;UXPDP;;;24;87,00;45;"Walther PDP  SpearPoint Folder OD";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/3/50889.jpg;"2024-08-16 18:51:10 UTC+0000"
105-50890;UX50890;4000844852687;;10;76,00;45;"Walther Boar Hunter Dagger";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/50890.jpg;"2024-11-05 20:53:06 UTC+0000"
105-50892;UXPDP;;;24;87,00;45;"Walther PDP  Tanto Folder OD";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/3/50892.jpg;"2024-08-16 18:51:10 UTC+0000"
105-50893;UXPDP;;;24;87,00;45;"Walther PDP  Tanto Folder Serrated OD";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/3/50893.jpg;"2024-08-16 18:51:10 UTC+0000"
105-50902;UMAREX00614;4000844503183;;18;17,00;45;"Elite Force EF102";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/3/5.0902_EF102_links_ret.jpg;"2024-10-23 14:30:16 UTC+0000"
105-50904;UMAREX00608;4000844503206;;-3;17,00;45;"Elite Force EF103";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/3/5.0904_EF103_links_ret.jpg;"2024-11-08 14:48:44 UTC+0000"
105-50909;UX50909;4000844521859;;15;57,00;45;"Elite Force EF703";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/2/5_0909_EF703_links_ret.jpg;"2024-09-27 14:43:13 UTC+0000"
105-50926;UMAREX00609;4000844589637;;12;15,00;45;"Elite Force EF126";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/3/5.0926_EF126_links_ret.jpg;"2024-11-08 14:48:46 UTC+0000"
105-50933;UMAREX00610;4000844589668;;14;16,00;45;"Elite Force EF133";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/4/5.0933_EF133_links_ret.jpg;"2024-11-08 14:48:45 UTC+0000"
105-50941;UMAREX00616;4000844608529;;9;16,00;45;"Elite Force EF141";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/3/5.0941_EF141_links.jpg;"2024-11-08 14:48:46 UTC+0000"
105-50954;UMAREX00627;4000844608536;;-1;22,00;45;"Elite Force EF710";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/3/5.0954_EF710_links.jpg;"2024-11-08 14:48:45 UTC+0000"
105-50961;UMAREX00632;4000844628695;;12;44,00;45;"Elite Force EF712";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/3/5.0961_EF712_links_ret.jpg;"2024-11-18 19:25:36 UTC+0000"
105-50964;UX50964;4000844768179;;6;22;45;"Elite Force EF710 OR";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/50964.jpg;"2024-11-06 12:33:09 UTC+0000"
105-50966;UX50966;4000844656995;;16;18,00;45;"Elite Force EF714";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/2/5_0966_EF714_links.jpg;"2024-09-04 14:04:49 UTC+0000"
105-50972;UX50972;4000844706836;;7;17,00;45;"Elite Force EF164-Framelock-Spearpoint";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/2/5_0972_EF164_links_ret.jpg;"2024-10-23 14:30:17 UTC+0000"
105-50983;UX50983;4000844846105;;24;34;45;"Elite Force EF173";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/50983.jpg;"2024-04-05 14:48:12 UTC+0000"
105-50984;UX50984;4000844846112;;24;34;45;"Elite Force EF174";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/50984.jpg;"2024-04-05 14:48:07 UTC+0000"
105-51308;UX51308;4000844771575;;10;22,00;45;"Elite Force EF157";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/51308.jpg;"2024-10-23 14:30:18 UTC+0000"
105-52012;UX52012;4000844583963;;17;46,00;45;"Walther RK2";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/2/5_2012_RescueKnife_links.jpg;"2024-09-11 20:58:42 UTC+0000"
105-52179;UMAREX00663;4000844345943;;33;52,00;45;"Walther P99 Tactical- Dagger";"105Cuchilleria UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/5/5.2179_P99Tactical_links.jpg;"2024-09-17 20:49:35 UTC+0000"
106-2251318;UMAREX225131;#N/D;723364513183;21;235,00;45;"UX Surge Max Gas Piston-5,5mm Pellet-24 julios";"106Aire Comprimido UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/5/2251317.jpeg;"2024-10-23 14:30:16 UTC+0000"
106-2251323;UMAREX225132;#N/D;723364513237;21;299,00;45;"UX Synergis Gas Piston-4,5mm Pellet-24 julios";"106Aire Comprimido UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/2251323.jpeg;"2024-10-23 14:30:19 UTC+0000"
106-2251380;UMAREX225138;#N/D;723364513800;24;299,00;45;"UX Emerge Gas Piston-4,5mm Pellet-24 julios";"106Aire Comprimido UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/2251380.jpeg;"2024-10-17 15:51:21 UTC+0000"
106-2251386;UMAREX225138;#N/D;723364513893;23;299,00;45;"UX Emerge Gas Piston-5,5mm Pellet-24 julios";"106Aire Comprimido UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/2251380.jpeg;"2024-10-22 13:15:59 UTC+0000"
106-24322;UXICONIX;4000844874283;4000844874283;0;210,00;45;"Iconix PCP 4,5mm Pellet <20julios";"106Aire Comprimido UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/ICONIX.jpg;"2024-10-17 15:51:21 UTC+0000"
106-24323;UXICONIX;4000844874290;4000844874290;0;210,00;45;"Iconix PCP 4,5mm Pellet <28julios";"106Aire Comprimido UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/ICONIX.jpg;"2024-10-17 15:51:21 UTC+0000"
106-24324;UXICONIX;4000844874306;4000844874306;-1;210,00;45;"Iconix PCP 5,5mm Pellet <16julios";"106Aire Comprimido UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/ICONIX.jpg;"2024-10-17 15:51:21 UTC+0000"
106-24360;UMAREX00688;4000844638892;;39;199,00;45;"Browning X-Blade II Gas Piston-4,5mm Pellet-24 julios";"106Aire Comprimido UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/6/2.4972_M-Blade_links_ret_mitZF.jpg;"2024-10-17 15:51:21 UTC+0000"
106-24362;UMAREX00688;4000844638915;;41;199,00;45;"Browning X-Blade II Gas Piston-5,5mm Pellet-24 julios";"106Aire Comprimido UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/6/2.4972_M-Blade_links_ret_mitZF.jpg;"2024-11-06 12:33:09 UTC+0000"
106-24369;UX24369;4000844652034;;15;135,00;45;"Pistola UX Trevor 4,5 Pellet Gas - 6 Julios";"106Aire Comprimido UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/24369.jpg;"2024-11-15 14:06:23 UTC+0000"
106-24370;UX24370;4000844732392;;4;155,00;45;"Pistola HK MP7A1 SD 4,5 Pellet-7,5 julios";"106Aire Comprimido UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/24370.jpg;"2024-10-30 18:45:48 UTC+0000"
106-24373;UX24373;4000844732408;;1;155,00;45;"Pistola IWI Mini Uzi 4,5mm Pellet -7,5 Julios";"106Aire Comprimido UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/24373.jpg;"2024-11-13 14:01:28 UTC+0000"
106-24374;UX24375;4000844732415;;0;145,00;45;"Pistola Browning Buck Mark Magnum-5,5mm Pellet-3 julios";"106Aire Comprimido UX";;"2024-10-17 15:48:10 UTC+0000"
106-24375;UX24375;4000844732422;;10;145,00;45;"Pistola Browning Buck Mark Magnum-4,5mm Pellet-3 julios";"106Aire Comprimido UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/24375.jpg;"2024-11-15 14:06:25 UTC+0000"
106-24390;UX24390;4000844777898;;24;50,00;45;"Pistola SPA 60 4,5 Pellet,3 Julios";"106Aire Comprimido UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/2_4390.jpg;"2024-11-15 14:06:24 UTC+0000"
106-24391;UX24390;4000844777904;;29;60,00;45;"Pistola SPA 100 4,5 Pellet,3 Julios";"106Aire Comprimido UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/2_4391.jpg;"2024-11-15 14:06:24 UTC+0000"
106-24848;UMAREX00685;4000844502223;;42;75,00;45;"Pistola Browning Buck Mark URX-4,5mm Pellet-3 julios";"106Aire Comprimido UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/6/2.4848_BuckMark_links_ret.jpg;"2024-11-14 12:15:33 UTC+0000"
106-24930;UX24930;4000844412669;;8;81,00;45;"Pistola Perfecta S3-4,5 Pellet - 3 Julios";"106Aire Comprimido UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/24930.jpg;"2024-10-23 14:30:17 UTC+0000"
106-4651036UC;UMAREX4651036;4000844669100;;1;665,00;45;"Walther Rotex RM8 Varmint UC-4,5mm Pellet-16 julios";"106Aire Comprimido UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/5/465_10_06_RotexRM8Varmint_links_ret.jpg;"2024-08-17 19:52:22 UTC+0000"
106-4651050;UMAREX00703;4000844584717;;1;900,00;45;"Walther Rotex RM8-4,5mm Pellet-24 julios";"106Aire Comprimido UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/5/rotex-madera-umarex_Rotex.jpg;"2024-08-17 00:56:31 UTC+0000"
106-4651056;UMAREX00704;4000844628350;;4;710,00;45;"Walther Rotex RM8 Varmint-4,5mm Pellet-24 julios";"106Aire Comprimido UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/6/465.10.06_Rotex_RM8_Varmint.jpg;"2024-08-17 00:56:31 UTC+0000"
106-4651130;UMAREX00703;4000844568410;;2;900,00;45;"Walther Rotex RM8-5,5mm Pellet-16 julios";"106Aire Comprimido UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/5/rotex-madera-umarex_Rotex.jpg;"2024-08-17 00:56:31 UTC+0000"
106-4651136;UMAREX00704;4000844632579;;5;710,00;45;"Walther Rotex RM8 Varmint-5,5mm Pellet-16 julios";"106Aire Comprimido UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/6/465.10.06_Rotex_RM8_Varmint.jpg;"2024-08-17 00:56:32 UTC+0000"
106-4651136UC;UMAREX4651036;4000844669209;;2;665,00;45;"Walther Rotex RM8 Varmint UC-5,5mm Pellet-16 julios";"106Aire Comprimido UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/5/465_10_06_RotexRM8Varmint_links_ret.jpg;"2024-08-17 19:52:20 UTC+0000"
106-4651137;UMAREX00704;4000844759146;;9;710,00;45;"Walther Rotex RM8 Varmint-5,5mm Pellet-24 julios";"106Aire Comprimido UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/6/465.10.06_Rotex_RM8_Varmint.jpg;"2024-11-07 13:23:02 UTC+0000"
106-4673000;UMAREX4676000;4000844674340;;1;1050,00;45;"*Walther Reign-4,5mm Pellet-16 julios";"106Aire Comprimido UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/4/467.10.00_Reign_links_ret_Schiene.jpg;"2024-08-17 00:56:32 UTC+0000"
106-4676000;UMAREX4676000;4000844674500;;1;1050,00;45;"*Walther Reign-4,5mm Pellet-24 julios";"106Aire Comprimido UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/4/467.10.00_Reign_links_ret_Schiene.jpg;"2024-08-17 00:56:30 UTC+0000"
106-4676100;UMAREX4676000;4000844683779;;0;1050,00;45;"*Walther Reign-5,5mm Pellet-24 julios";"106Aire Comprimido UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/4/467.10.00_Reign_links_ret_Schiene.jpg;"2023-12-05 18:45:13 UTC+0000"
106-58187;UMAREX58187;4000844573650;;20;45,00;45;"Pistola UX DX17 4,5 Pellet BB-3 Julios";"106Aire Comprimido UX";;"2024-11-06 18:52:10 UTC+0000"
106-58396;UX58396;4000844871954;;-1;60,00;45;"Marlin Lver Action BB Rifle Muelle >3 julios";"106Aire Comprimido UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/ux58396.jpg;"2024-10-17 15:51:21 UTC+0000"
106-58406;UX58406;4000844774484;;11;82,00;45;"Pistola Ruger Mark IV Negra-4,5 Pellet -3 Julios";"106Aire Comprimido UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/58406.jpg;"2024-10-28 13:03:19 UTC+0000"
106-58413;UX58406;4000844804280;;17;93,00;45;"Pistola Ruger Mark IV SS-4,5 Pellet -3 Julios";"106Aire Comprimido UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/58413.jpg;"2024-10-23 14:30:18 UTC+0000"
107-21108X;UMAREX00840-1;4000844594655;;17;38;45;"Laser Sight UX NL3-Rail Mount 650nm Picatiny Rail";"107Optica UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/2.1108X_MSL_Persp.jpg;"2024-10-17 15:51:21 UTC+0000"
107-21111X;UMAREX00839-1;4000844594341;;18;38;45;"Laser Sight UX NL1-Rail Mount. Adaptable en Picatiny";"107Optica UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/2.1111_Nano_Laser_I_Persp_ret.jpg;"2024-10-17 15:51:21 UTC+0000"
107-21129X;UMAREX00840-2;4000844584267;;17;75;45;"Laser Sight UX LLM1-Rail Mount 650nm, 6 leds Weaver Rail";"107Optica UX";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/6/2.1129_FLR650_persp_aus.jpg;"2024-11-13 20:53:35 UTC+0000"
